impact,forecast,currency,weekday,time,date,event
low,0.2%,EUR,Fri,3:00am,2016-08-12,Italian Prelim GDP q/q
low,11.1%,CNY,Fri,3:02am,2016-08-12,M2 Money Supply y/y
low,900B,CNY,Fri,3:02am,2016-08-12,New Loans
low,,CNY,Fri,3:16am,2016-08-12,Foreign Direct Investment ytd/y
low,0.9%,GBP,Fri,3:30am,2016-08-12,Construction Output m/m
medium,0.3%,EUR,Fri,4:00am,2016-08-12,Flash GDP q/q
low,0.6%,EUR,Fri,4:00am,2016-08-12,Industrial Production m/m
high,0.2%,USD,Fri,7:30am,2016-08-12,Core Retail Sales m/m
high,0.1%,USD,Fri,7:30am,2016-08-12,PPI m/m
high,0.4%,USD,Fri,7:30am,2016-08-12,Retail Sales m/m
medium,0.2%,USD,Fri,7:30am,2016-08-12,Core PPI m/m
low,,GBP,Fri,8:30am,2016-08-12,CB Leading Index m/m
high,91.5,USD,Fri,9:00am,2016-08-12,Prelim UoM Consumer Sentiment
low,0.1%,USD,Fri,9:00am,2016-08-12,Business Inventories m/m
low,,USD,Fri,9:00am,2016-08-12,Prelim UoM Inflation Expectations
,,,Sat,,2016-08-13,
low,1.9%,JPY,Sun,11:30pm,2016-08-14,Revised Industrial Production m/m
low,,GBP,Sun,6:01pm,2016-08-14,Rightmove HPI m/m
high,0.2%,JPY,Sun,6:50pm,2016-08-14,Prelim GDP q/q
low,0.7%,JPY,Sun,6:50pm,2016-08-14,Prelim GDP Price Index y/y
medium,-0.2%,CHF,Mon,2:15am,2016-08-15,PPI m/m
low,42.3B,USD,Mon,3:00pm,2016-08-15,TIC Long-Term Purchases
low,,EUR,Mon,5:00am,2016-08-15,German Buba Monthly Report
medium,2.1,USD,Mon,7:30am,2016-08-15,Empire State Manufacturing Index
high,,AUD,Mon,8:30pm,2016-08-15,Monetary Policy Meeting Minutes
low,,AUD,Mon,8:30pm,2016-08-15,New Motor Vehicle Sales m/m
low,60,USD,Mon,9:00am,2016-08-15,NAHB Housing Market Index
holiday,,EUR,Mon,All Day,2016-08-15,French Bank Holiday
holiday,,EUR,Mon,All Day,2016-08-15,Italian Bank Holiday
high,0.5%,GBP,Tue,3:30am,2016-08-16,CPI y/y
medium,0.6%,GBP,Tue,3:30am,2016-08-16,PPI Input m/m
medium,1.7%,GBP,Tue,3:30am,2016-08-16,RPI y/y
low,1.3%,GBP,Tue,3:30am,2016-08-16,Core CPI y/y
low,8.3%,GBP,Tue,3:30am,2016-08-16,HPI y/y
low,0.3%,GBP,Tue,3:30am,2016-08-16,PPI Output m/m
high,2.1,EUR,Tue,4:00am,2016-08-16,German ZEW Economic Sentiment
medium,-6.3,EUR,Tue,4:00am,2016-08-16,ZEW Economic Sentiment
low,23.2B,EUR,Tue,4:00am,2016-08-16,Trade Balance
high,0.6%,NZD,Tue,5:45pm,2016-08-16,Employment Change q/q
high,0.5%,NZD,Tue,5:45pm,2016-08-16,PPI Input q/q
high,5.3%,NZD,Tue,5:45pm,2016-08-16,Unemployment Rate
low,0.2%,NZD,Tue,5:45pm,2016-08-16,PPI Output q/q
high,0.8%,CAD,Tue,7:30am,2016-08-16,Manufacturing Sales m/m
high,1.16M,USD,Tue,7:30am,2016-08-16,Building Permits
high,0.0%,USD,Tue,7:30am,2016-08-16,CPI m/m
high,0.2%,USD,Tue,7:30am,2016-08-16,Core CPI m/m
medium,1.18M,USD,Tue,7:30am,2016-08-16,Housing Starts
low,,AUD,Tue,7:30pm,2016-08-16,MI Leading Index m/m
medium,75.7%,USD,Tue,8:15am,2016-08-16,Capacity Utilization Rate
medium,0.2%,USD,Tue,8:15am,2016-08-16,Industrial Production m/m
medium,0.5%,AUD,Tue,8:30pm,2016-08-16,Wage Price Index q/q
high,,NZD,Tue,9:49am,2016-08-16,GDT Price Index
medium,,USD,Wed,12:00pm,2016-08-17,FOMC Member Bullard Speaks
high,,USD,Wed,1:00pm,2016-08-17,FOMC Meeting Minutes
high,2.5%,GBP,Wed,3:30am,2016-08-17,Average Earnings Index 3m/y
high,5.2K,GBP,Wed,3:30am,2016-08-17,Claimant Count Change
medium,4.9%,GBP,Wed,3:30am,2016-08-17,Unemployment Rate
low,,CHF,Wed,4:00am,2016-08-17,Credit Suisse Economic Expectations
low,0.14T,JPY,Wed,6:50pm,2016-08-17,Trade Balance
high,10.2K,AUD,Wed,8:30pm,2016-08-17,Employment Change
high,5.8%,AUD,Wed,8:30pm,2016-08-17,Unemployment Rate
high,0.3M,USD,Wed,9:30am,2016-08-17,Crude Oil Inventories
low,,NZD,Thu,10:00pm,2016-08-18,Credit Card Spending y/y
low,0.9%,JPY,Thu,11:30pm,2016-08-18,All Industries Activity m/m
low,27.3B,EUR,Thu,3:00am,2016-08-18,Current Account
high,0.1%,GBP,Thu,3:30am,2016-08-18,Retail Sales m/m
medium,0.2%,EUR,Thu,4:00am,2016-08-18,Final CPI y/y
low,0.9%,EUR,Thu,4:00am,2016-08-18,Final Core CPI y/y
low,,NZD,Thu,5:45pm,2016-08-18,Visitor Arrivals m/m
medium,,EUR,Thu,6:30am,2016-08-18,ECB Monetary Policy Meeting Accounts
medium,17.23B,CAD,Thu,7:30am,2016-08-18,Foreign Securities Purchases
high,1.4,USD,Thu,7:30am,2016-08-18,Philly Fed Manufacturing Index
high,269K,USD,Thu,7:30am,2016-08-18,Unemployment Claims
medium,,USD,Thu,9:00am,2016-08-18,FOMC Member Dudley Speaks
low,0.3%,USD,Thu,9:00am,2016-08-18,CB Leading Index m/m
low,26B,USD,Thu,9:30am,2016-08-18,Natural Gas Storage
low,0.1%,EUR,Fri,1:00am,2016-08-19,German PPI m/m
medium,-2.3B,GBP,Fri,3:30am,2016-08-19,Public Sector Net Borrowing
high,0.0%,CAD,Fri,7:30am,2016-08-19,Core CPI m/m
high,0.3%,CAD,Fri,7:30am,2016-08-19,Core Retail Sales m/m
medium,0.0%,CAD,Fri,7:30am,2016-08-19,CPI m/m
medium,0.5%,CAD,Fri,7:30am,2016-08-19,Retail Sales m/m
,,,Sat,,2016-08-20,
,,,Sun,,2016-08-21,
high,,JPY,Mon,11:00pm,2016-08-22,BOJ Gov Kuroda Speaks
high,,NZD,Mon,4:00pm,2016-08-22,RBNZ Gov Wheeler Speaks
medium,0.5%,CAD,Mon,7:30am,2016-08-22,Wholesale Sales m/m
low,49.5,JPY,Mon,9:00pm,2016-08-22,Flash Manufacturing PMI
low,,AUD,Mon,9:30am,2016-08-22,CB Leading Index m/m
low,3.79B,CHF,Tue,1:00am,2016-08-23,Trade Balance
medium,49.1,EUR,Tue,2:00am,2016-08-23,French Flash Manufacturing PMI
medium,50.6,EUR,Tue,2:00am,2016-08-23,French Flash Services PMI
medium,53.7,EUR,Tue,2:30am,2016-08-23,German Flash Manufacturing PMI
medium,54.3,EUR,Tue,2:30am,2016-08-23,German Flash Services PMI
medium,52.1,EUR,Tue,3:00am,2016-08-23,Flash Manufacturing PMI
medium,53.0,EUR,Tue,3:00am,2016-08-23,Flash Services PMI
low,-9,GBP,Tue,5:00am,2016-08-23,CBI Industrial Order Expectations
medium,-320M,NZD,Tue,5:45pm,2016-08-23,Trade Balance
low,,CNY,Tue,8:00am,2016-08-23,CB Leading Index m/m
medium,-1.9%,AUD,Tue,8:30pm,2016-08-23,Construction Work Done q/q
low,53.1,USD,Tue,8:45am,2016-08-23,Flash Manufacturing PMI
low,6,USD,Tue,8:59am,2016-08-23,Richmond Manufacturing Index
low,-8,EUR,Tue,9:00am,2016-08-23,Consumer Confidence
medium,575K,USD,Tue,9:00am,2016-08-23,New Home Sales
low,0.3%,EUR,Wed,1:00am,2016-08-24,German Final GDP q/q
low,38.5K,GBP,Wed,3:30am,2016-08-24,BBA Mortgage Approvals
low,0.1%,JPY,Wed,6:50pm,2016-08-24,SPPI y/y
low,1.1,EUR,Wed,8:00am,2016-08-24,Belgian NBB Business Climate
low,0.3%,USD,Wed,8:00am,2016-08-24,HPI m/m
medium,5.52M,USD,Wed,9:00am,2016-08-24,Existing Home Sales
high,-0.5M,USD,Wed,9:30am,2016-08-24,Crude Oil Inventories
high,108.5,EUR,Thu,3:00am,2016-08-25,German Ifo Business Climate
low,-5,GBP,Thu,5:00am,2016-08-25,CBI Realized Sales
medium,-0.3%,JPY,Thu,6:30pm,2016-08-25,Tokyo Core CPI y/y
low,-0.4%,JPY,Thu,6:30pm,2016-08-25,National Core CPI y/y
low,,CAD,Thu,7:30am,2016-08-25,Corporate Profits q/q
high,0.4%,USD,Thu,7:30am,2016-08-25,Core Durable Goods Orders m/m
high,265K,USD,Thu,7:30am,2016-08-25,Unemployment Claims
medium,3.4%,USD,Thu,7:30am,2016-08-25,Durable Goods Orders m/m
low,51.9,USD,Thu,8:45am,2016-08-25,Flash Services PMI
low,22B,USD,Thu,9:30am,2016-08-25,Natural Gas Storage
medium,,ALL,Thu,All Day,2016-08-25,Jackson Hole Symposium
low,0.6%,JPY,Fri,12:00am,2016-08-26,BOJ Core CPI y/y
low,10.2,EUR,Fri,1:00am,2016-08-26,GfK German Consumer Climate
medium,5.0%,EUR,Fri,3:00am,2016-08-26,M3 Money Supply y/y
low,1.8%,EUR,Fri,3:00am,2016-08-26,Private Loans y/y
high,0.6%,GBP,Fri,3:30am,2016-08-26,Second Estimate GDP q/q
medium,-0.9%,GBP,Fri,3:30am,2016-08-26,Prelim Business Investment q/q
low,0.4%,GBP,Fri,3:30am,2016-08-26,Index of Services 3m/3m
high,1.1%,USD,Fri,7:30am,2016-08-26,Prelim GDP q/q
low,-62.3B,USD,Fri,7:30am,2016-08-26,Goods Trade Balance
low,2.2%,USD,Fri,7:30am,2016-08-26,Prelim GDP Price Index q/q
low,0.1%,USD,Fri,7:30am,2016-08-26,Prelim Wholesale Inventories m/m
high,,USD,Fri,9:00am,2016-08-26,Fed Chair Yellen Speaks
medium,90.6,USD,Fri,9:00am,2016-08-26,Revised UoM Consumer Sentiment
low,,USD,Fri,9:00am,2016-08-26,Revised UoM Inflation Expectations
medium,,GBP,Fri,9:30am,2016-08-26,MPC Member Shafik Speaks
medium,,ALL,Fri,All Day,2016-08-26,Jackson Hole Symposium
high,,JPY,Sat,11:25am,2016-08-27,BOJ Gov Kuroda Speaks
medium,,ALL,Sat,All Day,2016-08-27,Jackson Hole Symposium
low,,AUD,Sun,8:00pm,2016-08-28,HIA New Home Sales m/m
low,,NZD,Mon,5:45pm,2016-08-29,Building Consents m/m
medium,-1.3%,JPY,Mon,6:30pm,2016-08-29,Household Spending y/y
low,3.1%,JPY,Mon,6:30pm,2016-08-29,Unemployment Rate
low,-0.9%,JPY,Mon,6:50pm,2016-08-29,Retail Sales y/y
medium,0.1%,USD,Mon,7:30am,2016-08-29,Core PCE Price Index m/m
medium,0.3%,USD,Mon,7:30am,2016-08-29,Personal Spending m/m
low,0.4%,USD,Mon,7:30am,2016-08-29,Personal Income m/m
high,0.0%,AUD,Mon,8:30pm,2016-08-29,Building Approvals m/m
holiday,,GBP,Mon,All Day,2016-08-29,Bank Holiday
low,-0.1%,EUR,Tue,1:00am,2016-08-30,German Import Prices m/m
medium,102.2,CHF,Tue,2:00am,2016-08-30,KOF Economic Barometer
medium,-0.5%,EUR,Tue,2:00am,2016-08-30,Spanish Flash CPI y/y
low,0.2%,EUR,Tue,3:00am,2016-08-30,Italian Retail Sales m/m
medium,4.9B,GBP,Tue,3:30am,2016-08-30,Net Lending to Individuals m/m
low,1.2%,GBP,Tue,3:30am,2016-08-30,M4 Money Supply m/m
low,63K,GBP,Tue,3:30am,2016-08-30,Mortgage Approvals
low,,EUR,Tue,4:17am,2016-08-30,Italian 10-y Bond Auction
low,-8,GBP,Tue,5:05pm,2016-08-30,GfK Consumer Confidence
low,0.7%,JPY,Tue,6:50pm,2016-08-30,Prelim Industrial Production m/m
medium,-20.6B,CAD,Tue,7:30am,2016-08-30,Current Account
medium,-1.3%,CAD,Tue,7:30am,2016-08-30,RMPI m/m
low,-0.1%,CAD,Tue,7:30am,2016-08-30,IPPI m/m
low,5.1%,USD,Tue,8:00am,2016-08-30,S&P/CS Composite-20 HPI y/y
medium,,AUD,Tue,8:00pm,2016-08-30,RBA Assist Gov Debelle Speaks
medium,,NZD,Tue,8:00pm,2016-08-30,ANZ Business Confidence
low,0.4%,AUD,Tue,8:30pm,2016-08-30,Private Sector Credit m/m
high,97.2,USD,Tue,9:00am,2016-08-30,CB Consumer Confidence
medium,0.1%,EUR,Tue,All Day,2016-08-30,German Prelim CPI m/m
low,,JPY,Wed,10:45pm,2016-08-31,10-y Bond Auction
low,7.6%,JPY,Wed,12:00am,2016-08-31,Housing Starts y/y
low,,CHF,Wed,1:00am,2016-08-31,UBS Consumption Indicator
medium,0.5%,EUR,Wed,1:00am,2016-08-31,German Retail Sales m/m
low,-0.1%,GBP,Wed,1:00am,2016-08-31,Nationwide HPI m/m
low,0.3%,EUR,Wed,1:45am,2016-08-31,French Consumer Spending m/m
low,0.4%,EUR,Wed,1:45am,2016-08-31,French Prelim CPI m/m
medium,-2K,EUR,Wed,2:55am,2016-08-31,German Unemployment Change
low,11.5%,EUR,Wed,3:00am,2016-08-31,Italian Monthly Unemployment Rate
medium,0.3%,EUR,Wed,4:00am,2016-08-31,CPI Flash Estimate y/y
medium,0.9%,EUR,Wed,4:00am,2016-08-31,Core CPI Flash Estimate y/y
low,0.1%,EUR,Wed,4:00am,2016-08-31,Italian Prelim CPI m/m
low,10.0%,EUR,Wed,4:00am,2016-08-31,Unemployment Rate
medium,-1.4%,NZD,Wed,5:45pm,2016-08-31,Overseas Trade Index q/q
low,,AUD,Wed,6:30pm,2016-08-31,AIG Manufacturing Index
medium,5.6%,JPY,Wed,6:50pm,2016-08-31,Capital Spending q/y
high,174K,USD,Wed,7:15am,2016-08-31,ADP Non-Farm Employment Change
high,0.4%,CAD,Wed,7:30am,2016-08-31,GDP m/m
low,49.6,JPY,Wed,7:30pm,2016-08-31,Final Manufacturing PMI
high,49.9,CNY,Wed,8:00pm,2016-08-31,Manufacturing PMI
medium,,CNY,Wed,8:00pm,2016-08-31,Non-Manufacturing PMI
high,-4.0%,AUD,Wed,8:30pm,2016-08-31,Private Capital Expenditure q/q
high,0.3%,AUD,Wed,8:30pm,2016-08-31,Retail Sales m/m
medium,54.1,USD,Wed,8:45am,2016-08-31,Chicago PMI
high,50.1,CNY,Wed,8:45pm,2016-08-31,Caixin Manufacturing PMI
medium,0.7%,USD,Wed,9:00am,2016-08-31,Pending Home Sales m/m
high,1.1M,USD,Wed,9:30am,2016-08-31,Crude Oil Inventories
low,,AUD,Thu,1:30am,2016-09-01,Commodity Prices y/y
low,-3.1%,CHF,Thu,2:15am,2016-09-01,Retail Sales y/y
medium,50.8,EUR,Thu,2:15am,2016-09-01,Spanish Manufacturing PMI
low,50.5,CHF,Thu,2:30am,2016-09-01,Manufacturing PMI
low,51.3,EUR,Thu,2:45am,2016-09-01,Italian Manufacturing PMI
low,48.5,EUR,Thu,2:50am,2016-09-01,French Final Manufacturing PMI
low,53.6,EUR,Thu,2:55am,2016-09-01,German Final Manufacturing PMI
low,51.8,EUR,Thu,3:00am,2016-09-01,Final Manufacturing PMI
high,49.1,GBP,Thu,3:30am,2016-09-01,Manufacturing PMI
low,,EUR,Thu,3:50am,2016-09-01,Spanish 10-y Bond Auction
low,,EUR,Thu,4:04am,2016-09-01,French 10-y Bond Auction
low,,USD,Thu,6:30am,2016-09-01,Challenger Job Cuts y/y
low,23.1%,JPY,Thu,6:50pm,2016-09-01,Monetary Base y/y
high,265K,USD,Thu,7:30am,2016-09-01,Unemployment Claims
medium,-0.6%,USD,Thu,7:30am,2016-09-01,Revised Nonfarm Productivity q/q
low,2.0%,USD,Thu,7:30am,2016-09-01,Revised Unit Labor Costs q/q
low,,CAD,Thu,8:30am,2016-09-01,RBC Manufacturing PMI
low,52.1,USD,Thu,8:45am,2016-09-01,Final Manufacturing PMI
high,52.0,USD,Thu,9:00am,2016-09-01,ISM Manufacturing PMI
low,0.6%,USD,Thu,9:00am,2016-09-01,Construction Spending m/m
low,54.5,USD,Thu,9:00am,2016-09-01,ISM Manufacturing Prices
low,38B,USD,Thu,9:30am,2016-09-01,Natural Gas Storage
low,17.2M,USD,Thu,All Day,2016-09-01,Total Vehicle Sales
low,41.6,JPY,Fri,12:00am,2016-09-02,Consumer Confidence
medium,15.0K,EUR,Fri,2:00am,2016-09-02,Spanish Unemployment Change
high,46.6,GBP,Fri,3:30am,2016-09-02,Construction PMI
low,0.1%,EUR,Fri,4:00am,2016-09-02,PPI m/m
high,-3.2B,CAD,Fri,7:30am,2016-09-02,Trade Balance
medium,0.2%,CAD,Fri,7:30am,2016-09-02,Labor Productivity q/q
high,0.2%,USD,Fri,7:30am,2016-09-02,Average Hourly Earnings m/m
high,180K,USD,Fri,7:30am,2016-09-02,Non-Farm Employment Change
high,4.8%,USD,Fri,7:30am,2016-09-02,Unemployment Rate
medium,-43.0B,USD,Fri,7:30am,2016-09-02,Trade Balance
medium,2.1%,USD,Fri,9:00am,2016-09-02,Factory Orders m/m
low,51.2,USD,Sat,5:55am,2016-09-03,Final Services PMI
low,,GBP,Sun,6:01pm,2016-09-04,BRC Shop Price Index y/y
low,,AUD,Sun,6:30pm,2016-09-04,AIG Services Index
low,0.5%,JPY,Sun,7:00pm,2016-09-04,Average Cash Earnings y/y
low,,AUD,Sun,8:00pm,2016-09-04,MI Inflation Gauge m/m
low,,NZD,Sun,8:00pm,2016-09-04,ANZ Commodity Prices m/m
medium,2.1%,AUD,Sun,8:30pm,2016-09-04,Company Operating Profits q/q
low,,AUD,Sun,8:30pm,2016-09-04,ANZ Job Advertisements m/m
medium,51.9,CNY,Sun,8:45pm,2016-09-04,Caixin Services PMI
high,,JPY,Sun,9:30pm,2016-09-04,BOJ Gov Kuroda Speaks
medium,,ALL,Sun,All Day,2016-09-04,G20 Meetings
low,,JPY,Mon,10:45pm,2016-09-05,30-y Bond Auction
high,1.50%,AUD,Mon,11:30pm,2016-09-05,Cash Rate
high,,AUD,Mon,11:30pm,2016-09-05,RBA Rate Statement
low,55.1,EUR,Mon,2:15am,2016-09-05,Spanish Services PMI
low,51.8,EUR,Mon,2:45am,2016-09-05,Italian Services PMI
low,52.0,EUR,Mon,2:50am,2016-09-05,French Final Services PMI
low,53.3,EUR,Mon,2:55am,2016-09-05,German Final Services PMI
low,53.1,EUR,Mon,3:00am,2016-09-05,Final Services PMI
low,5.1,EUR,Mon,3:30am,2016-09-05,Sentix Investor Confidence
high,49.1,GBP,Mon,3:30am,2016-09-05,Services PMI
low,0.5%,EUR,Mon,4:00am,2016-09-05,Retail Sales m/m
low,,GBP,Mon,6:01pm,2016-09-05,BRC Retail Sales Monitor y/y
medium,-20.2B,AUD,Mon,8:30pm,2016-09-05,Current Account
medium,,ALL,Mon,All Day,2016-09-05,G20 Meetings
holiday,,CAD,Mon,All Day,2016-09-05,Bank Holiday
holiday,,USD,Mon,All Day,2016-09-05,Bank Holiday
high,,CHF,Tue,11:15am,2016-09-06,SNB Chairman Jordan Speaks
low,0.2%,CHF,Tue,12:45am,2016-09-06,GDP q/q
low,0.5%,EUR,Tue,1:00am,2016-09-06,German Factory Orders m/m
low,-0.1%,CHF,Tue,2:15am,2016-09-06,CPI m/m
low,,EUR,Tue,3:10am,2016-09-06,Retail PMI
low,0.3%,EUR,Tue,4:00am,2016-09-06,Revised GDP q/q
low,,GBP,Tue,4:33am,2016-09-06,10-y Bond Auction
low,,NZD,Tue,5:45pm,2016-09-06,Manufacturing Sales q/q
low,,AUD,Tue,6:30pm,2016-09-06,AIG Construction Index
high,0.6%,AUD,Tue,8:30pm,2016-09-06,GDP q/q
low,48.6,USD,Tue,8:59am,2016-09-06,IBD/TIPP Economic Optimism
high,55.4,USD,Tue,9:00am,2016-09-06,ISM Non-Manufacturing PMI
low,,USD,Tue,9:00am,2016-09-06,Labor Market Conditions Index m/m
high,,NZD,Tue,9:22am,2016-09-06,GDT Price Index
low,98.6%,JPY,Wed,12:00am,2016-09-07,Leading Indicators
low,0.0%,EUR,Wed,1:00am,2016-09-07,German Industrial Production m/m
low,,USD,Wed,1:00pm,2016-09-07,Beige Book
low,-3.7B,EUR,Wed,1:45am,2016-09-07,French Trade Balance
medium,,CHF,Wed,2:00am,2016-09-07,Foreign Currency Reserves
medium,-0.3%,GBP,Wed,2:30am,2016-09-07,Halifax HPI m/m
high,-0.4%,GBP,Wed,3:30am,2016-09-07,Manufacturing Production m/m
low,-0.3%,GBP,Wed,3:30am,2016-09-07,Industrial Production m/m
low,,EUR,Wed,4:33am,2016-09-07,German 10-y Bond Auction
medium,,AUD,Wed,5:55pm,2016-09-07,RBA Deputy Gov Lowe Speaks
low,5%,GBP,Wed,6:01pm,2016-09-07,RICS House Price Balance
medium,1.59T,JPY,Wed,6:50pm,2016-09-07,Current Account
medium,0.0%,JPY,Wed,6:50pm,2016-09-07,Final GDP q/q
low,,JPY,Wed,6:50pm,2016-09-07,Bank Lending y/y
low,0.8%,JPY,Wed,6:50pm,2016-09-07,Final GDP Price Index y/y
high,,GBP,Wed,8:15am,2016-09-07,Inflation Report Hearings
high,-2.65B,AUD,Wed,8:30pm,2016-09-07,Trade Balance
low,,GBP,Wed,8:36am,2016-09-07,NIESR GDP Estimate
high,,CAD,Wed,9:00am,2016-09-07,BOC Rate Statement
high,0.50%,CAD,Wed,9:00am,2016-09-07,Overnight Rate
medium,55.5,CAD,Wed,9:00am,2016-09-07,Ivey PMI
medium,,USD,Wed,9:00am,2016-09-07,FOMC Member George Speaks
medium,5.58M,USD,Wed,9:00am,2016-09-07,JOLTS Job Openings
medium,372B,CNY,Wed,9:32pm,2016-09-07,Trade Balance
low,57.9B,CNY,Wed,9:41pm,2016-09-07,USD-Denominated Trade Balance
high,0.6M,USD,Thu,10:00am,2016-09-08,Crude Oil Inventories
medium,,CAD,Thu,11:20am,2016-09-08,Gov Council Member Lane Speaks
low,191K,CAD,Thu,11:30am,2016-09-08,Housing Starts
low,0.4%,JPY,Thu,11:30pm,2016-09-08,Tertiary Industry Activity m/m
low,45.2,JPY,Thu,12:00am,2016-09-08,Economy Watchers Sentiment
low,0.2%,EUR,Thu,12:30am,2016-09-08,French Final Non-Farm Payrolls q/q
low,15.7B,USD,Thu,2:00pm,2016-09-08,Consumer Credit m/m
high,0.00%,EUR,Thu,6:45am,2016-09-08,Minimum Bid Rate
low,3.3%,JPY,Thu,6:50pm,2016-09-08,M2 Money Stock y/y
medium,3.2%,CAD,Thu,7:30am,2016-09-08,Building Permits m/m
medium,0.2%,CAD,Thu,7:30am,2016-09-08,NHPI m/m
low,81.5%,CAD,Thu,7:30am,2016-09-08,Capacity Utilization Rate
high,,EUR,Thu,7:30am,2016-09-08,ECB Press Conference
high,264K,USD,Thu,7:30am,2016-09-08,Unemployment Claims
low,-1.3%,AUD,Thu,8:30pm,2016-09-08,Home Loans m/m
medium,1.7%,CNY,Thu,8:30pm,2016-09-08,CPI y/y
medium,-1.0%,CNY,Thu,8:30pm,2016-09-08,PPI y/y
low,44B,USD,Thu,9:30am,2016-09-08,Natural Gas Storage
low,3.3%,CHF,Fri,12:45am,2016-09-09,Unemployment Rate
low,21.2B,EUR,Fri,1:00am,2016-09-09,German Trade Balance
low,,EUR,Fri,1:45am,2016-09-09,French Gov Budget Balance
low,0.2%,EUR,Fri,1:45am,2016-09-09,French Industrial Production m/m
medium,-11.7B,GBP,Fri,3:30am,2016-09-09,Goods Trade Balance
low,-1.0%,GBP,Fri,3:30am,2016-09-09,Construction Output m/m
low,,GBP,Fri,3:30am,2016-09-09,Consumer Inflation Expectations
medium,,USD,Fri,7:15am,2016-09-09,FOMC Member Rosengren Speaks
high,16.0K,CAD,Fri,7:30am,2016-09-09,Employment Change
high,6.9%,CAD,Fri,7:30am,2016-09-09,Unemployment Rate
low,0.1%,USD,Fri,9:00am,2016-09-09,Final Wholesale Inventories m/m
medium,,EUR,Fri,All Day,2016-09-09,Eurogroup Meetings
medium,,EUR,Sat,All Day,2016-09-10,ECOFIN Meetings
low,-2.8%,JPY,Sun,6:50pm,2016-09-11,Core Machinery Orders m/m
low,-3.5%,JPY,Sun,6:50pm,2016-09-11,PPI y/y
low,,USD,Mon,12:01pm,2016-09-12,10-y Bond Auction
medium,,USD,Mon,12:15pm,2016-09-12,FOMC Member Brainard Speaks
low,,JPY,Mon,12:58am,2016-09-12,Prelim Machine Tool Orders y/y
low,11.5%,EUR,Mon,3:00am,2016-09-12,Italian Quarterly Unemployment Rate
medium,,AUD,Mon,5:30pm,2016-09-12,RBA Assist Gov Kent Speaks
low,,NZD,Mon,5:45pm,2016-09-12,FPI m/m
medium,-6.5,JPY,Mon,6:50pm,2016-09-12,BSI Manufacturing Index
low,,GBP,Mon,8:30am,2016-09-12,CB Leading Index m/m
medium,,AUD,Mon,8:30pm,2016-09-12,NAB Business Confidence
high,6.2%,CNY,Mon,9:00pm,2016-09-12,Industrial Production y/y
medium,7.9%,CNY,Mon,9:00pm,2016-09-12,Fixed Asset Investment ytd/y
low,10.2%,CNY,Mon,9:00pm,2016-09-12,Retail Sales y/y
low,0.0%,JPY,Tue,11:33pm,2016-09-13,Revised Industrial Production m/m
low,,USD,Tue,12:01pm,2016-09-13,30-y Bond Auction
low,0.0%,EUR,Tue,1:00am,2016-09-13,German Final CPI m/m
low,0.1%,EUR,Tue,1:00am,2016-09-13,German WPI m/m
low,-98.0B,USD,Tue,1:00pm,2016-09-13,Federal Budget Balance
medium,-0.2%,CHF,Tue,2:15am,2016-09-13,PPI m/m
low,,CNY,Tue,2:59am,2016-09-13,Foreign Direct Investment ytd/y
low,0.2%,EUR,Tue,3:00am,2016-09-13,Italian Industrial Production m/m
high,0.7%,GBP,Tue,3:30am,2016-09-13,CPI y/y
medium,0.6%,GBP,Tue,3:30am,2016-09-13,PPI Input m/m
medium,1.8%,GBP,Tue,3:30am,2016-09-13,RPI y/y
low,1.4%,GBP,Tue,3:30am,2016-09-13,Core CPI y/y
low,8.5%,GBP,Tue,3:30am,2016-09-13,HPI y/y
low,0.3%,GBP,Tue,3:30am,2016-09-13,PPI Output m/m
high,2.8,EUR,Tue,4:00am,2016-09-13,German ZEW Economic Sentiment
medium,6.7,EUR,Tue,4:00am,2016-09-13,ZEW Economic Sentiment
low,0.2%,EUR,Tue,4:00am,2016-09-13,Employment Change q/q
low,94.9,USD,Tue,5:00am,2016-09-13,NFIB Small Business Index
high,,EUR,Tue,5:45am,2016-09-13,ECB President Draghi Speaks
medium,-0.30B,NZD,Tue,5:45pm,2016-09-13,Current Account
low,,AUD,Tue,7:30pm,2016-09-13,Westpac Consumer Sentiment
low,0.3%,EUR,Wed,1:45am,2016-09-14,French Final CPI m/m
low,10.5%,CNY,Wed,3:00am,2016-09-14,M2 Money Supply y/y
low,725B,CNY,Wed,3:00am,2016-09-14,New Loans
high,2.1%,GBP,Wed,3:30am,2016-09-14,Average Earnings Index 3m/y
high,1.7K,GBP,Wed,3:30am,2016-09-14,Claimant Count Change
medium,4.9%,GBP,Wed,3:30am,2016-09-14,Unemployment Rate
low,,CHF,Wed,4:00am,2016-09-14,Credit Suisse Economic Expectations
low,-0.8%,EUR,Wed,4:00am,2016-09-14,Industrial Production m/m
low,,EUR,Wed,4:33am,2016-09-14,German 30-y Bond Auction
medium,,AUD,Wed,4:50am,2016-09-14,RBA Assist Gov Debelle Speaks
low,,NZD,Wed,5:30pm,2016-09-14,Business NZ Manufacturing Index
high,1.1%,NZD,Wed,5:45pm,2016-09-14,GDP q/q
medium,,CAD,Wed,5:50am,2016-09-14,Gov Council Member Wilkins Speaks
medium,-0.1%,USD,Wed,7:30am,2016-09-14,Import Prices m/m
low,,AUD,Wed,8:00pm,2016-09-14,MI Inflation Expectations
